Date,Open,High,Low,Close,Adj Close,Volume
2007-03-01,null,null,null,null,null,null
2007-04-01,4.299170,21.915600,4.299170,4.694730,0.893223,2572762
2007-05-01,23.473600,23.473600,4.754660,5.194130,0.988239,901135
2007-06-01,5.389950,26.949800,5.274080,5.493830,1.045261,1493801
2007-07-01,5.433900,27.878700,5.274080,5.274080,1.003451,1398568
2007-08-01,5.230290,5.393950,4.514930,5.393950,1.026257,37475389
2007-09-01,5.278080,5.473460,4.930470,5.234130,0.995850,28952461
2007-10-01,5.194170,5.753540,5.193770,5.673630,1.079469,28083987
2007-11-01,5.513810,5.697210,4.774640,5.174190,0.984446,34876600
2007-12-01,5.194170,5.273680,4.810600,4.994390,0.950237,26897656
2008-01-01,4.994390,4.998790,4.259220,4.594840,0.874218,30491687
2008-02-01,4.586850,5.359980,4.474980,5.114260,0.973043,31725567
2008-03-01,5.157410,5.313640,4.515330,4.654380,0.885546,38778474
2008-04-01,4.717900,4.814200,4.227260,4.435020,0.843811,32814287
2008-05-01,4.435020,4.674350,4.175310,4.191300,1.128658,29813424
2008-06-01,4.231250,4.432630,3.727420,3.851680,1.037203,37707274
2008-07-01,3.720220,3.755780,3.124890,3.316280,0.893027,45338331
2008-08-01,3.316280,3.635520,3.264340,3.516050,1.043998,31209989
2008-09-01,3.500470,3.801330,3.329860,3.665090,1.088252,33730316
2008-10-01,3.703440,3.703440,2.817240,3.192020,1.043889,53610103
2008-11-01,3.156460,3.695850,3.036590,3.225980,1.054995,33953062
2008-12-01,3.156460,3.595960,2.996640,3.387800,1.107915,26029180
2009-01-01,3.387800,3.556010,3.084540,3.216390,1.051859,12589115
2009-02-01,3.188420,3.443730,3.138880,3.355830,1.217531,10078801
2009-03-01,3.260340,3.707840,3.027000,3.707840,1.345244,15615005
2009-04-01,3.599960,4.114580,3.546020,3.953960,1.434540,14703984
2009-05-01,3.953960,4.453000,3.855670,4.319150,1.567034,31417722
2009-06-01,4.413450,4.443010,4.075430,4.231250,1.535143,15139474
2009-07-01,4.175310,4.472580,4.110990,4.295180,1.558338,29380438
2009-08-01,4.289190,4.874530,4.275600,4.827380,1.896025,30857097
2009-09-01,4.874130,5.054330,4.637200,5.054330,1.985163,33567632
2009-10-01,5.067110,5.671230,4.994390,5.357990,2.200352,22632874
2009-11-01,5.357990,5.945330,5.274080,5.713190,2.346222,18428160
2009-12-01,5.735560,5.993270,5.513410,5.993270,2.461241,11698114
2010-01-01,5.893390,6.423590,5.873410,5.993270,2.674614,18588341
2010-02-01,6.130720,6.292940,5.674030,5.958510,2.659101,12871931
2010-03-01,6.011650,6.119130,5.515010,5.515010,2.461181,25288351
2010-04-01,5.565750,6.117930,5.490640,5.878200,2.804942,14888163
2010-05-01,5.912960,6.066390,5.593720,5.885390,2.808373,20070850
