Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,4.593750,4.593750,3.914060,3.984380,3.654907,52385280000
2000-02-01,4.101560,5.050780,4.101560,5.027340,4.611623,78894080000
2000-03-01,5.068480,5.367190,4.933590,5.156250,4.729874,51084800000
2000-04-01,5.085940,5.214730,4.347660,4.687500,4.299885,52491520000
2000-05-01,4.687500,4.746090,4.148320,4.746090,4.353630,58191360000
2000-06-01,4.921990,6.625000,4.921990,6.625000,6.077170,56674048000
2000-07-01,6.627500,6.875000,5.800000,5.800000,5.320390,993561600
2000-08-01,5.748750,7.337500,5.650000,7.212500,6.616090,4638412800
2000-09-01,7.100000,7.543750,6.725000,6.900000,6.329431,1550848000
2000-10-01,6.925000,7.212500,6.312500,6.911250,6.339750,1689996800
2000-11-01,7.000000,7.098750,6.373750,6.373750,5.846697,1186227200
2000-12-01,6.337500,6.437500,5.927500,6.062500,5.561184,1164940800
2001-01-01,6.062500,7.250000,3.100630,3.425000,3.141782,2302771200
2001-02-01,6.850000,7.388750,6.825000,7.188750,6.594303,975910400
2001-03-01,7.250000,7.425000,6.321250,6.437500,5.905175,1279206400
2001-04-01,6.162500,7.387500,6.162500,7.362500,6.753686,860979200
2001-05-01,7.362500,8.375000,3.668750,4.187500,3.841230,1746585600
2001-06-01,8.387500,8.768750,7.437500,7.518750,6.897016,730252800
2001-07-01,7.275000,7.600000,6.875000,7.311250,6.706675,677260800
2001-08-01,7.187500,7.301250,6.737500,7.200000,6.604623,1017318400
2001-09-01,7.162500,7.562500,6.218750,6.612500,6.065705,834534400
2001-10-01,6.375000,7.125000,6.287500,6.686250,6.133356,850227200
2001-11-01,6.662500,7.001250,5.937500,6.375000,5.847843,1124377600
2001-12-01,6.612500,6.750000,6.025000,6.561250,6.018692,880051200
2002-01-01,6.561250,6.742500,6.050000,6.250000,5.733179,687001600
2002-02-01,6.187500,7.150000,6.112500,7.150000,6.558758,618675200
2002-03-01,7.537500,7.888750,7.250000,7.662500,7.028879,1281472000
2002-04-01,7.800000,7.800000,7.187500,7.268750,6.667689,1009344000
2002-05-01,7.268750,7.500000,6.816250,7.295000,6.691767,1204864000
2002-06-01,7.375000,7.500000,5.812500,6.625000,6.077170,1209011200
2002-07-01,6.593750,6.593750,5.000000,5.562500,5.102530,1226841600
2002-08-01,5.626250,6.250000,5.375000,6.037500,5.538251,1421376000
2002-09-01,6.000000,6.706250,4.931250,5.000000,4.586544,1299238400
2002-10-01,5.536250,5.987500,4.687500,5.987500,5.492386,1493350400
2002-11-01,5.987500,6.251250,5.625000,6.000000,5.503852,710604800
2002-12-01,6.112500,6.900000,5.987500,6.600000,6.054237,671027200
2003-01-01,6.600000,7.312500,6.201250,6.475000,5.939574,764800000
2003-02-01,6.575000,6.575000,5.768750,5.976250,5.482067,773632000
2003-03-01,5.976250,6.687500,5.750000,6.348750,5.823764,741900800
2003-04-01,6.537500,6.775000,6.273750,6.775000,6.214767,885260800
2003-05-01,6.775000,7.375000,6.775000,7.250000,6.650489,1000012800
2003-06-01,7.150000,7.400000,6.786250,6.950000,6.375296,923801600
2003-07-01,7.025000,7.698750,7.025000,7.587500,6.960081,732198400
2003-08-01,7.187500,8.212500,7.162500,8.212500,7.533399,1858304000
2003-09-01,8.101250,8.762500,8.087500,8.231250,7.550597,1043801600
2003-10-01,8.393750,9.175000,8.393750,8.400000,7.705393,928921600
2003-11-01,8.611250,9.225000,8.431250,8.900000,8.164049,736716800
2003-12-01,9.125000,10.562500,9.125000,10.512500,9.643209,772556800
2004-01-01,10.512500,12.075000,10.512500,10.625000,9.746407,801996800
2004-02-01,10.750000,11.913700,10.625000,11.287500,10.354124,687308800
2004-03-01,11.851200,12.150000,11.250000,12.143800,11.139614,879296000
2004-04-01,12.037500,12.662500,10.562500,10.562500,9.689075,956096000
2004-05-01,10.812500,11.462500,9.568750,10.061200,9.229229,1273830400
2004-06-01,10.375000,10.925000,10.050000,10.712500,9.826671,871756800
2004-07-01,10.662500,10.900000,10.250000,10.712500,9.826671,1030425600
2004-08-01,10.668700,11.700000,10.662500,11.300000,10.365589,1246208000
2004-09-01,11.375000,13.001300,11.375000,12.962500,11.890615,523059200
2004-10-01,13.075000,13.412500,12.375000,12.812500,11.753017,761804800
2004-11-01,12.737500,13.087500,12.312500,12.768800,11.712933,700454400
2004-12-01,13.150000,13.462500,12.375000,13.312500,12.211673,786764800
2005-01-01,12.812500,13.301300,12.700000,13.187500,12.097009,730918400
2005-02-01,13.362500,16.243700,13.362500,15.875000,14.562277,895040000
2005-03-01,15.137500,16.537500,14.062500,14.687500,13.472973,712486400
2005-04-01,14.875000,14.875000,13.187500,13.437500,12.326336,587225600
2005-05-01,13.375000,14.235000,13.037500,14.013800,12.854980,528115200
2005-06-01,14.550000,15.750000,14.250000,15.163700,13.909795,687692800
2005-07-01,15.306200,15.876300,14.787500,15.662500,14.367349,736486400
2005-08-01,16.018700,18.587500,16.018700,18.587500,17.050478,821696000
2005-09-01,18.575001,21.025000,18.150000,20.125000,18.460838,32179400
2005-10-01,20.125000,20.295000,16.385000,17.825001,16.351028,38458400
2005-11-01,17.955000,19.100000,16.500000,18.799999,17.245401,31579000
2005-12-01,18.799999,20.709999,18.700001,20.650000,18.942427,24819600
2006-01-01,21.150000,25.844999,20.225000,25.844999,23.707846,45289400
2006-02-01,25.850000,25.975000,22.100000,24.299999,22.290600,43544600
2006-03-01,23.760000,24.985001,22.285000,23.299999,21.373295,46441600
2006-04-01,23.360001,26.350000,23.360001,25.504999,23.395960,33733800
2006-05-01,25.240000,27.850000,23.594999,24.715000,22.671289,2080210544
2006-06-01,24.855000,25.500000,20.230000,24.200001,22.198875,2198576980
2006-07-01,24.049999,25.245001,23.150000,24.975000,22.909784,1158412680
2006-08-01,24.825001,26.120001,23.344999,23.760000,21.795258,1816571664
2006-09-01,24.000000,24.725000,20.549999,22.674999,20.799976,444469744
2006-10-01,22.500000,24.420000,21.000000,23.700001,21.740217,58906600
2006-11-01,23.504999,25.700001,23.250000,25.500000,23.391373,45627000
2006-12-01,25.549999,27.500000,24.975000,27.245001,24.992079,42029200
2007-01-01,27.245001,27.875000,24.100000,26.000000,23.850027,70370400
2007-02-01,26.395000,26.395000,23.600000,23.924999,21.946609,52736200
2007-03-01,23.645000,26.049999,22.165001,25.870001,23.730778,61980200
2007-04-01,25.650000,27.424999,25.145000,25.600000,23.483105,46248400
2007-05-01,25.600000,27.055000,24.965000,25.879999,23.739950,58027200
2007-06-01,26.250000,29.775000,26.100000,29.389999,26.959705,61900000
2007-07-01,29.750000,33.099998,29.360001,30.504999,27.982502,54519400
2007-08-01,30.250000,30.980000,25.900000,30.500000,27.977919,95130600
2007-09-01,30.500000,35.415001,30.455000,34.650002,31.784750,54640800
2007-10-01,34.599998,42.125000,33.470001,41.389999,37.967411,95794200
